img_name,sex,age,height,weight
000002_F_18_165100_8482178.jpg,0,18,1.651,84.82178
000003_F_18_170180_3991613.jpg,0,18,1.7018,39.91613
000003_F_18_170180_7257478.jpg,0,18,1.7018,72.57478
000004_F_22_157480_5606402.jpg,0,22,1.5748,56.06402
000004_F_22_157480_6245967.jpg,0,22,1.5748,62.45967
000005_F_18_170180_12246995.jpg,0,18,1.7018,122.46995
000005_F_18_170180_8618256.jpg,0,18,1.7018,86.18256
000006_F_19_177800_8300740.jpg,0,19,1.778,83.0074
000008_F_19_165100_6486371.jpg,0,19,1.651,64.86371
000008_F_19_165100_8663615.jpg,0,19,1.651,86.63615
000010_F_31_160020_13870856.jpg,0,31,1.6002,138.70856
000010_F_31_160020_20094143.jpg,0,31,1.6002,200.94143
000011_F_19_167640_7257478.jpg,0,19,1.6764,72.57478
000011_F_19_167640_9071848.jpg,0,19,1.6764,90.71848
000012_F_19_168910_7847149.jpg,0,19,1.6891,78.47149
000012_F_19_168910_9525440.jpg,0,19,1.6891,95.2544
000013_F_19_170180_8436819.jpg,0,19,1.7018,84.36819
000014_F_19_172720_6577090.jpg,0,19,1.7272,65.7709
000014_F_19_172720_8845052.jpg,0,19,1.7272,88.45052
000015_F_20_154940_4989520.jpg,0,20,1.5494,49.8952
000015_F_20_154940_6265335.jpg,0,20,1.5494,62.65335
000016_F_20_154940_5896701.jpg,0,20,1.5494,58.96701
000016_F_20_154940_6939964.jpg,0,20,1.5494,69.39964
000019_F_20_170180_14016005.jpg,0,20,1.7018,140.16005
000020_F_20_172720_7484274.jpg,0,20,1.7272,74.84274
000020_F_20_172720_9752237.jpg,0,20,1.7272,97.52237
000021_F_28_160020_6214216.jpg,0,28,1.6002,62.14216
000021_F_28_160020_7937867.jpg,0,28,1.6002,79.37867
000022_F_20_172720_10432625.jpg,0,20,1.7272,104.32625
000022_F_20_172720_7801788.jpg,0,20,1.7272,78.01788
000023_F_20_175260_7620352.jpg,0,20,1.7526,76.20352
000024_F_20_152400_5669905.jpg,0,20,1.524,56.69905
000026_F_20_160020_4195730.jpg,0,20,1.6002,41.9573
000027_F_21_165100_7672334.jpg,0,21,1.651,76.72334
000028_F_20_149860_6214216.jpg,0,20,1.4986,62.14216
000029_F_21_152400_5397750.jpg,0,21,1.524,53.9775
000029_F_21_152400_6758526.jpg,0,21,1.524,67.58526
000030_F_21_154940_5307031.jpg,0,21,1.5494,53.07031
000030_F_21_154940_7847149.jpg,0,21,1.5494,78.47149
000031_F_21_154940_8073945.jpg,0,21,1.5494,80.73945
000032_F_23_165100_6214216.jpg,0,23,1.651,62.14216
000032_F_23_165100_8391459.jpg,0,23,1.651,83.91459
000033_F_21_180340_10886218.jpg,0,21,1.8034,108.86218
000033_F_21_180340_9071848.jpg,0,21,1.8034,90.71848
000034_F_21_180340_10750140.jpg,0,21,1.8034,107.5014
000034_F_21_180340_12609869.jpg,0,21,1.8034,126.09869
000035_F_21_165100_11929480.jpg,0,21,1.651,119.2948
000035_F_21_165100_6713168.jpg,0,21,1.651,67.13168
000036_F_21_165100_4354487.jpg,0,21,1.651,43.54487
000036_F_21_165100_5987420.jpg,0,21,1.651,59.8742
000037_F_21_170180_6803886.jpg,0,21,1.7018,68.03886
000038_F_21_172720_7484274.jpg,0,21,1.7272,74.84274
000038_F_21_172720_9752237.jpg,0,21,1.7272,97.52237
000039_F_21_154940_4535924.jpg,0,21,1.5494,45.35924
000039_F_21_154940_7257478.jpg,0,21,1.5494,72.57478
000040_F_21_160020_5942060.jpg,0,21,1.6002,59.4206
000040_F_21_160020_7076040.jpg,0,21,1.6002,70.7604
000041_F_21_160020_5760623.jpg,0,21,1.6002,57.60623
000041_F_21_160020_7801788.jpg,0,21,1.6002,78.01788
000042_F_21_162560_11339810.jpg,0,21,1.6256,113.3981
000042_F_21_162560_13154180.jpg,0,21,1.6256,131.5418
000043_F_21_167640_6803886.jpg,0,21,1.6764,68.03886
000044_F_21_167640_5715264.jpg,0,21,1.6764,57.15264
000045_F_21_170180_6758526.jpg,0,21,1.7018,67.58526
000046_F_21_172720_7574993.jpg,0,21,1.7272,75.74993
000046_F_21_172720_8799693.jpg,0,21,1.7272,87.99693
000047_F_21_185420_8346100.jpg,0,21,1.8542,83.461
000047_F_21_185420_9525440.jpg,0,21,1.8542,95.2544
000048_F_21_185420_8255382.jpg,0,21,1.8542,82.55382
000048_F_21_185420_9979033.jpg,0,21,1.8542,99.79033
000049_F_22_149860_12927383.jpg,0,22,1.4986,129.27383
000049_F_22_149860_8935770.jpg,0,22,1.4986,89.3577
000050_F_22_142240_11793402.jpg,0,22,1.4224,117.93402
000050_F_22_142240_8845052.jpg,0,22,1.4224,88.45052
000051_F_22_152400_7302838.jpg,0,22,1.524,73.02838
000052_F_23_157480_6214216.jpg,0,23,1.5748,62.14216
000053_F_22_180340_10886218.jpg,0,22,1.8034,108.86218
000053_F_22_180340_8618256.jpg,0,22,1.8034,86.18256
000054_F_22_157480_5851342.jpg,0,22,1.5748,58.51342
000054_F_22_157480_6803886.jpg,0,22,1.5748,68.03886
000055_F_22_160020_5760623.jpg,0,22,1.6002,57.60623
000055_F_22_160020_7756430.jpg,0,22,1.6002,77.5643
000057_F_22_172720_14061364.jpg,0,22,1.7272,140.61364
000057_F_22_172720_7166759.jpg,0,22,1.7272,71.66759
000058_F_22_162560_8618256.jpg,0,22,1.6256,86.18256
000059_F_23_144780_11804742.jpg,0,23,1.4478,118.04742
000060_F_23_144780_11804969.jpg,0,23,1.4478,118.04969
000061_F_23_149860_5805983.jpg,0,23,1.4986,58.05983
000061_F_23_149860_6577090.jpg,0,23,1.4986,65.7709
000064_F_23_160020_5488468.jpg,0,23,1.6002,54.88468
000064_F_23_160020_7756430.jpg,0,23,1.6002,77.5643
000065_F_23_162560_11294451.jpg,0,23,1.6256,112.94451
000065_F_23_162560_7801788.jpg,0,23,1.6256,78.01788
000066_F_23_165100_11113014.jpg,0,23,1.651,111.13014
000066_F_23_165100_9298644.jpg,0,23,1.651,92.98644
000068_F_23_170180_15100091.jpg,0,23,1.7018,151.00091
000068_F_23_170180_17281870.jpg,0,23,1.7018,172.8187
000069_F_23_177800_10886218.jpg,0,23,1.778,108.86218
000069_F_23_177800_8346100.jpg,0,23,1.778,83.461
000070_F_23_157480_7801788.jpg,0,23,1.5748,78.01788
000071_F_23_165100_7711071.jpg,0,23,1.651,77.11071
000071_F_23_165100_9071848.jpg,0,23,1.651,90.71848
000072_F_23_185420_7257478.jpg,0,23,1.8542,72.57478
000072_F_23_185420_9525440.jpg,0,23,1.8542,95.2544
000073_F_28_162560_10659421.jpg,0,28,1.6256,106.59421
000073_F_28_162560_6350294.jpg,0,28,1.6256,63.50294
000075_F_24_149860_9071848.jpg,0,24,1.4986,90.71848
000076_F_24_154940_6123497.jpg,0,24,1.5494,61.23497
000078_F_30_172720_9525440.jpg,0,30,1.7272,95.2544
000079_F_24_180340_8073945.jpg,0,24,1.8034,80.73945
000080_F_24_162560_7166759.jpg,0,24,1.6256,71.66759
000080_F_24_162560_7756430.jpg,0,24,1.6256,77.5643
000082_F_24_167640_5715264.jpg,0,24,1.6764,57.15264
000083_F_24_167640_6123497.jpg,0,24,1.6764,61.23497
000083_F_24_167640_8391459.jpg,0,24,1.6764,83.91459
000084_F_24_167640_12564509.jpg,0,24,1.6764,125.64509
000084_F_24_167640_8482178.jpg,0,24,1.6764,84.82178
000086_F_32_157480_6350294.jpg,0,32,1.5748,63.50294
000086_F_32_157480_8527537.jpg,0,32,1.5748,85.27537
000087_F_24_170180_7438915.jpg,0,24,1.7018,74.38915
000088_F_24_177800_10886218.jpg,0,24,1.778,108.86218
000088_F_24_177800_7620352.jpg,0,24,1.778,76.20352
000089_F_24_180340_9298644.jpg,0,24,1.8034,92.98644
000090_F_23_152400_5443109.jpg,0,23,1.524,54.43109
000090_F_23_152400_6350294.jpg,0,23,1.524,63.50294
000091_F_24_180340_8708974.jpg,0,24,1.8034,87.08974
000092_F_24_157480_10665227.jpg,0,24,1.5748,106.65227
000092_F_24_157480_4853439.jpg,0,24,1.5748,48.53439
000093_F_24_157480_7121401.jpg,0,24,1.5748,71.21401
000094_F_24_165100_6078138.jpg,0,24,1.651,60.78138
000096_F_25_149860_6123497.jpg,0,25,1.4986,61.23497
000097_F_34_160020_6350294.jpg,0,34,1.6002,63.50294
000098_F_25_157480_8255382.jpg,0,25,1.5748,82.55382
000099_F_25_172720_6350294.jpg,0,25,1.7272,63.50294
000099_F_25_172720_8618256.jpg,0,25,1.7272,86.18256
000100_F_19_172720_6350294.jpg,0,19,1.7272,63.50294
000100_F_19_172720_9207926.jpg,0,19,1.7272,92.07926
000102_F_25_162560_6622449.jpg,0,25,1.6256,66.22449
000102_F_25_162560_8890411.jpg,0,25,1.6256,88.90411
000103_F_30_170180_6350294.jpg,0,30,1.7018,63.50294
000105_F_25_167640_13834567.jpg,0,25,1.6764,138.34567
000105_F_25_167640_9026489.jpg,0,25,1.6764,90.26489
000107_F_25_165100_5579187.jpg,0,25,1.651,55.79187
000108_F_25_167640_9207926.jpg,0,25,1.6764,92.07926
000109_F_25_170180_6985323.jpg,0,25,1.7018,69.85323
000110_F_23_162560_5443109.jpg,0,23,1.6256,54.43109
000110_F_23_162560_6350294.jpg,0,23,1.6256,63.50294
000112_F_28_170180_6713168.jpg,0,28,1.7018,67.13168
000113_F_19_162560_6350294.jpg,0,19,1.6256,63.50294
000113_F_19_162560_6577090.jpg,0,19,1.6256,65.7709
000115_F_26_162560_13154180.jpg,0,26,1.6256,131.5418
000115_F_26_162560_7257478.jpg,0,26,1.6256,72.57478
000116_F_23_162560_6350294.jpg,0,23,1.6256,63.50294
000116_F_23_162560_9525440.jpg,0,23,1.6256,95.2544
000117_F_26_162560_13834567.jpg,0,26,1.6256,138.34567
000117_F_26_162560_15422142.jpg,0,26,1.6256,154.22142
000118_F_26_165100_12972743.jpg,0,26,1.651,129.72743
000118_F_26_165100_9525440.jpg,0,26,1.651,95.2544
000119_F_26_165100_7484274.jpg,0,26,1.651,74.84274
000120_F_28_160020_6350294.jpg,0,28,1.6002,63.50294
000121_F_26_167640_5579187.jpg,0,26,1.6764,55.79187
000121_F_26_167640_7076040.jpg,0,26,1.6764,70.7604
000122_F_26_170180_4032436.jpg,0,26,1.7018,40.32436
000122_F_26_170180_6091746.jpg,0,26,1.7018,60.91746
000123_F_26_170180_9389363.jpg,0,26,1.7018,93.89363
000124_F_27_175260_7212119.jpg,0,27,1.7526,72.12119
